,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,2 days 03:01:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:02:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:03:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:04:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:05:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:06:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:07:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:08:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:09:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:10:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:11:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:12:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:13:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:14:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:15:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:16:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:17:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:18:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:19:00,,,,,,,,,,,,,,,
,,,train_a,2 days 03:20:00,-5.19,12.8,0.54,2.75,117.3,-5.19,12.8,0.54,2.75,117.3,15.13,,,,ac
,,,train_a,2 days 03:21:00,-6.97,12.71,1.64,6.88,119.14,-6.97,12.71,1.64,6.88,119.14,15.01,5.48,389.1,55971,ac
,,,train_a,2 days 03:22:00,-7.34,12.53,1.52,6.36,120.77,-7.34,12.53,1.52,6.36,120.77,15.02,10.84,384.91,77132,ac
,,,train_a,2 days 03:23:00,-7,12.72,1.12,4.67,119.09,-7,12.72,1.12,4.67,119.09,14.9,11.11,389.83,70974,ac
,,,train_a,2 days 03:24:00,-7.05,12.68,1.26,5.23,119.32,-7.05,12.68,1.26,5.23,119.32,15.02,10.95,391.08,128753,ac
,,,train_a,2 days 03:25:00,-7.15,12.49,1.81,7.51,120.15,-7.15,12.49,1.81,7.51,120.15,14.98,6.58,395.44,150497,ac
,,,train_a,2 days 03:26:00,-7.08,12.47,1.45,6.18,119.98,-7.08,12.47,1.45,6.18,119.98,14.88,8.15,391.52,162127,ac
,,,train_a,2 days 03:27:00,-6.57,12.83,0.87,3.77,117.43,-6.57,12.83,0.87,3.77,117.43,14.81,11.72,386.99,77468,ac
,,,train_a,2 days 03:28:00,-6.6,12.48,3.05,12.48,118.4,-6.6,12.48,3.05,12.48,118.4,14.94,11.25,390.02,133997,ac
,,,train_a,2 days 03:29:00,-7.17,11.95,3.98,16.03,121.6,-7.17,11.95,3.98,16.03,121.6,14.86,11.3,392.88,126490,ac
,,,train_a,2 days 03:30:00,-7.26,11.74,4.12,16.85,122.47,-7.26,11.74,4.12,16.85,122.47,14.79,11.62,392.25,138119,ac
,,,train_a,2 days 03:31:00,-6.46,12.77,2.96,12.03,117.44,-6.46,12.77,2.96,12.03,117.44,15.05,11.62,392.25,138119,ac
,,,train_a,2 days 03:32:00,-6.25,12.98,2.72,11.21,116.27,-6.25,12.98,2.72,11.21,116.27,15.21,10.4,390.5,127365,ac
,,,train_a,2 days 03:33:00,-5.46,13.25,2.76,11.32,112.67,-5.46,13.25,2.76,11.32,112.67,15.25,10.19,390.66,71561,ac
,,,train_a,2 days 03:34:00,-4.01,14.17,2.67,10.58,105.95,-4.01,14.17,2.67,10.58,105.95,15.35,11.53,394.43,128643,ac
,,,train_a,2 days 03:35:00,-4.19,14.25,1.96,7.82,106.61,-4.19,14.25,1.96,7.82,106.61,15.38,8,397.77,121792,ac
,,,train_a,2 days 03:36:00,-5.2,13.82,2.4,9.61,110.84,-5.2,13.82,2.4,9.61,110.84,15.41,7.17,389.2,62206,ac
,,,train_a,2 days 03:37:00,-5.28,13.66,2.96,11.88,111.5,-5.28,13.66,2.96,11.88,111.5,15.42,10.61,384.82,114668,ac
,,,train_a,2 days 03:38:00,-4.38,13.72,2.32,9.59,107.76,-4.38,13.72,2.32,9.59,107.76,15.14,10.43,386,104308,ac
,,,train_a,2 days 03:39:00,-2.86,14.45,0.88,3.88,101.1,-2.86,14.45,0.88,3.88,101.1,15.25,,,,ac
,,,train_a,2 days 03:40:00,-2.46,14.55,0.78,3.41,99.49,-2.46,14.55,0.78,3.41,99.49,15.29,7.89,399.2,128661,ac
,,,train_a,2 days 03:41:00,-2.65,14.34,0.42,2.21,100.43,-2.65,14.34,0.42,2.21,100.43,15.16,8.11,400.59,146931,ac
,,,train_a,2 days 03:42:00,-1.67,14.53,0.48,2.51,96.36,-1.67,14.53,0.48,2.51,96.36,15.21,8.24,400.98,67468,ac
,,,train_a,2 days 03:43:00,-1.28,14.85,0.47,2.15,94.74,-1.28,14.85,0.47,2.15,94.74,15.29,7.8,399.14,54550,ac
,,,train_a,2 days 03:44:00,0.24,14.73,1.06,4.38,88.77,0.24,14.73,1.06,4.38,88.77,15.51,8.56,399.92,54488,ac
,,,train_a,2 days 03:45:00,4.65,14.34,0.7,3,71.49,4.65,14.34,0.7,3,71.49,15.69,,,,ac
,,,train_a,2 days 03:46:00,5.9,13.89,0.43,2.04,66.58,5.9,13.89,0.43,2.04,66.58,15.62,9.13,429.4,98055,ac
,,,train_a,2 days 03:47:00,5.77,14.04,-0.22,-0.61,67.28,5.77,14.04,-0.22,-0.61,67.28,15.53,9.13,429.4,98055,ac
,,,train_a,2 days 03:48:00,4.97,14.29,0.44,1.95,70.25,4.97,14.29,0.44,1.95,70.25,15.62,8.52,429.15,84020,ac
,,,train_a,2 days 03:49:00,3.71,14.64,1.24,4.9,75.39,3.71,14.64,1.24,4.9,75.39,15.57,9.04,424.54,93333,ac
,,,train_a,2 days 03:50:00,2.05,14.75,1.83,7.37,81.49,2.05,14.75,1.83,7.37,81.49,15.47,8.4,414.89,106053,ac
,,,train_a,2 days 03:51:00,2.76,14.73,1.97,7.81,78.72,2.76,14.73,1.97,7.81,78.72,15.59,8.63,412.89,60907,ac
,,,train_a,2 days 03:52:00,3.73,14.5,2.53,9.98,74.68,3.73,14.5,2.53,9.98,74.68,15.76,8.42,417.46,57007,ac
,,,train_a,2 days 03:53:00,3.58,14.68,2.17,8.53,75.33,3.58,14.68,2.17,8.53,75.33,15.91,8.9,421.71,74354,ac
,,,train_a,2 days 03:54:00,4.74,14.56,2.18,8.3,71.38,4.74,14.56,2.18,8.3,71.38,15.87,8.65,416.77,54935,ac
,,,train_a,2 days 03:55:00,5.42,14.27,2.87,10.74,68.53,5.42,14.27,2.87,10.74,68.53,15.9,9.01,426.27,63740,ac
,,,train_a,2 days 03:56:00,5.26,14.4,2.91,10.99,69.1,5.26,14.4,2.91,10.99,69.1,16.05,9.51,420.65,89141,ac
,,,train_a,2 days 03:57:00,-1.22,11.11,2.65,10.07,105.28,-1.22,11.11,2.65,10.07,105.28,15.67,9.73,423.41,102230,ac
,,,train_a,2 days 03:58:00,-9.8,-5.06,-2.06,10.2,197.84,-9.8,-5.06,-2.06,10.2,197.84,24.41,,,,ac
,,,train_a,2 days 03:59:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:00:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:01:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:02:00,-9.63,9.88,4.74,17.57,138.07,-9.63,9.88,4.74,17.57,138.07,16.43,8.02,362.31,70931,ac
,,,train_a,2 days 04:03:00,-9.8,11.99,4.88,17.53,129.96,-9.8,11.99,4.88,17.53,129.96,16.6,8.02,362.31,70931,ac
,,,train_a,2 days 04:04:00,-10.44,11.29,4.59,16.61,133.46,-10.44,11.29,4.59,16.61,133.46,16.43,7.32,373.56,88920,ac
,,,train_a,2 days 04:05:00,-7.87,9.65,5.58,21.72,144.11,-7.87,9.65,5.58,21.72,144.11,17.86,6.75,372.82,119403,ac
,,,train_a,2 days 04:06:00,-10.29,11.42,4.45,16.28,132.85,-10.29,11.42,4.45,16.28,132.85,16.41,,,,ac
,,,train_a,2 days 04:07:00,-9.89,12.03,4.19,15.18,130.03,-9.89,12.03,4.19,15.18,130.03,16.46,6.5,368.39,81630,ac
,,,train_a,2 days 04:08:00,-10.82,10.67,2.82,10.23,136.95,-10.82,10.67,2.82,10.23,136.95,16.4,,,,ac
,,,train_a,2 days 04:09:00,-11.82,10.34,3.8,13.62,139.2,-11.82,10.34,3.8,13.62,139.2,16.43,6.69,369.06,117480,ac
,,,train_a,2 days 04:10:00,-12.04,10.14,3.71,13.32,140.39,-12.04,10.14,3.71,13.32,140.39,16.47,8.02,364.48,129850,ac
,,,train_a,2 days 04:11:00,-11.54,10.69,3.91,14.04,137.72,-11.54,10.69,3.91,14.04,137.72,16.53,7.61,364.17,85113,ac
,,,train_a,2 days 04:12:00,-11.61,10.57,3.37,12.26,138.33,-11.61,10.57,3.37,12.26,138.33,16.45,7.71,367.9,129433,ac
,,,train_a,2 days 04:13:00,-12.31,9.78,3.59,12.89,142.12,-12.31,9.78,3.59,12.89,142.12,16.49,7.66,364.1,90639,ac
,,,train_a,2 days 04:14:00,-12.19,10,3.48,12.48,141.04,-12.19,10,3.48,12.48,141.04,16.39,8.35,363.57,131349,ac
,,,train_a,2 days 04:15:00,-12.51,9.47,3.61,12.94,143.32,-12.51,9.47,3.61,12.94,143.32,16.36,9.74,368.16,122376,ac
,,,train_a,2 days 04:16:00,-12.39,9.4,3.57,12.96,143.29,-12.39,9.4,3.57,12.96,143.29,16.25,10.95,365.84,119696,ac
,,,train_a,2 days 04:17:00,-12.99,8.19,3.45,12.63,148.29,-12.99,8.19,3.45,12.63,148.29,16.04,11.58,360.98,113093,ac
,,,train_a,2 days 04:18:00,-13.05,8.09,3.29,12.09,148.73,-13.05,8.09,3.29,12.09,148.73,16.03,,,,ac
,,,train_a,2 days 04:19:00,-12.47,8.98,3.01,11.11,144.72,-12.47,8.98,3.01,11.11,144.72,15.97,,,,ac
,,,train_a,2 days 04:20:00,-12.26,9.31,3.13,11.5,143.32,-12.26,9.31,3.13,11.5,143.32,16.02,,,,ac
,,,train_a,2 days 04:21:00,-12.49,9.35,2.84,10.45,143.76,-12.49,9.35,2.84,10.45,143.76,16.15,11.44,363.68,116983,ac
,,,train_a,2 days 04:22:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:23:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:24:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:25:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:26:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:27:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:28:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:29:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:30:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:31:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:32:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:33:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:34:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:35:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:36:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:37:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:38:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:39:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:40:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:41:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:42:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:43:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:44:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:45:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:46:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:47:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:48:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:49:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:50:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:51:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:52:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:53:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:54:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:55:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:56:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:57:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:58:00,,,,,,,,,,,,,,,
,,,train_a,2 days 04:59:00,,,,,,,,,,,,,,,
,,,train_a,2 days 05:00:00,,,,,,,,,,,,,,,
,,,train_a,2 days 05:01:00,,,,,,,,,,,,,,,
,,,train_a,2 days 05:02:00,-9.85,11.19,4.47,16.77,132.02,-9.85,11.19,4.47,16.77,132.02,15.91,10.89,378.05,63230,ac
,,,train_a,2 days 05:03:00,-10.09,11.18,4.23,15.75,132.63,-10.09,11.18,4.23,15.75,132.63,15.95,7.1,375.58,79488,ac
,,,train_a,2 days 05:04:00,-10.06,10.98,4.55,17.01,133.27,-10.06,10.98,4.55,17.01,133.27,15.95,6.63,376.72,67251,ac
,,,train_a,2 days 05:05:00,-9.24,11.67,4.68,17.59,129.28,-9.24,11.67,4.68,17.59,129.28,16.04,7.04,377.64,76421,ac
,,,train_a,2 days 05:06:00,-9.71,11.32,4.47,16.85,131.58,-9.71,11.32,4.47,16.85,131.58,16,7.12,374.15,65956,ac
,,,train_a,2 days 05:07:00,-9.57,11.85,3.73,13.87,129.51,-9.57,11.85,3.73,13.87,129.51,16.01,7.12,374.15,65956,ac
,,,train_a,2 days 05:08:00,-9.67,11.24,4.41,16.68,131.6,-9.67,11.24,4.41,16.68,131.6,15.87,5.78,375.97,47613,ac
,,,train_a,2 days 05:09:00,-9.7,11.27,4.29,16.14,131.3,-9.7,11.27,4.29,16.14,131.3,15.77,6.96,371.43,65129,ac
,,,train_a,2 days 05:10:00,-9.76,11.23,4.22,15.98,131.66,-9.76,11.23,4.22,15.98,131.66,15.79,8.06,370.51,54545,ac
,,,train_a,2 days 05:11:00,-9.95,11.12,3.89,14.74,132.44,-9.95,11.12,3.89,14.74,132.44,15.78,7.21,370.21,67580,ac
,,,train_a,2 days 05:12:00,-10.06,10.77,4.12,15.76,133.91,-10.06,10.77,4.12,15.76,133.91,15.72,6.43,372.75,55679,ac
,,,train_a,2 days 05:13:00,-9.88,10.77,4.35,16.66,133.45,-9.88,10.77,4.35,16.66,133.45,15.71,9.54,368.6,60818,ac
,,,train_a,2 days 05:14:00,-9.59,11.42,3.69,14.01,130.57,-9.59,11.42,3.69,14.01,130.57,15.68,8.73,370.49,58510,ac
,,,train_a,2 days 05:15:00,-8.63,11.87,4.43,16.9,126.64,-8.63,11.87,4.43,16.9,126.64,15.68,6.16,372.91,53784,ac
,,,train_a,2 days 05:16:00,-8.77,11.98,3.54,13.6,126.78,-8.77,11.98,3.54,13.6,126.78,15.66,6.88,373.64,62368,ac
,,,train_a,2 days 05:17:00,-8.8,11.9,3.52,13.64,127.11,-8.8,11.9,3.52,13.64,127.11,15.61,6.25,374.07,60008,ac
,,,train_a,2 days 05:18:00,-8.75,11.7,3.86,14.98,127.75,-8.75,11.7,3.86,14.98,127.75,15.6,6.14,374.08,51159,ac
,,,train_a,2 days 05:19:00,-9.24,11.56,3.51,13.48,129.23,-9.24,11.56,3.51,13.48,129.23,15.57,5.45,372.85,51782,ac
,,,train_a,2 days 05:20:00,-8.82,11.76,3.88,14.93,127.5,-8.82,11.76,3.88,14.93,127.5,15.58,7.26,369.22,64753,ac
,,,train_a,2 days 05:21:00,-8.63,11.84,3.95,15.32,126.84,-8.63,11.84,3.95,15.32,126.84,15.56,6.13,374.74,52089,ac
,,,train_a,2 days 05:22:00,-8.78,11.67,4.08,15.8,127.82,-8.78,11.67,4.08,15.8,127.82,15.56,6.31,372.6,49991,ac
,,,train_a,2 days 05:23:00,-8.94,11.66,3.91,15.04,128.1,-8.94,11.66,3.91,15.04,128.1,15.53,6.31,372.6,49991,ac
,,,train_a,2 days 05:24:00,-8.68,11.69,4.11,15.9,127.31,-8.68,11.69,4.11,15.9,127.31,15.53,6.77,367.59,64005,ac
,,,train_a,2 days 05:25:00,-8.72,11.52,4.15,16.18,127.96,-8.72,11.52,4.15,16.18,127.96,15.46,,,,ac
,,,train_a,2 days 05:26:00,-9.22,10.93,4.53,17.69,131.18,-9.22,10.93,4.53,17.69,131.18,15.41,7.76,366.46,59682,ac
,,,train_a,2 days 05:27:00,-9.29,10.91,4.61,17.92,131.21,-9.29,10.91,4.61,17.92,131.21,15.38,5.85,370.19,56491,ac
,,,train_a,2 days 05:28:00,-9.22,10.92,4.45,17.41,131.12,-9.22,10.92,4.45,17.41,131.12,15.38,6.42,368.19,72401,ac
,,,train_a,2 days 05:29:00,-9.18,11.39,3.46,13.36,129.37,-9.18,11.39,3.46,13.36,129.37,15.37,6.52,365.03,67743,ac
,,,train_a,2 days 05:30:00,-9.21,10.91,4.46,17.45,130.98,-9.21,10.91,4.46,17.45,130.98,15.33,6.83,365.27,60927,ac
,,,train_a,2 days 05:31:00,-9.05,10.49,5.2,20.59,131.69,-9.05,10.49,5.2,20.59,131.69,15.13,10.24,368.85,55856,ac
,,,train_a,2 days 05:32:00,-9.05,10.02,5.8,23.21,133.51,-9.05,10.02,5.8,23.21,133.51,15.11,10.44,369.24,55854,ac
,,,train_a,2 days 05:33:00,-8.97,9.94,5.89,23.66,133.45,-8.97,9.94,5.89,23.66,133.45,15.05,10.57,368.47,60007,ac
,,,train_a,2 days 05:34:00,-9.11,10.1,5.7,22.68,132.96,-9.11,10.1,5.7,22.68,132.96,15.04,9.72,367.03,56311,ac
,,,train_a,2 days 05:35:00,-8.78,10.46,5.48,21.82,130.92,-8.78,10.46,5.48,21.82,130.92,15.02,9.63,370.13,65187,ac
,,,train_a,2 days 05:36:00,-8.66,10.4,5.65,22.73,130.85,-8.66,10.4,5.65,22.73,130.85,15.02,9.59,371.41,52094,ac
,,,train_a,2 days 05:37:00,-8.89,10.08,5.83,23.43,132.68,-8.89,10.08,5.83,23.43,132.68,15.02,9.52,369.23,58159,ac
,,,train_a,2 days 05:38:00,-8.44,10.66,5.38,21.63,129.65,-8.44,10.66,5.38,21.63,129.65,15.06,8.49,369.41,54341,ac
,,,train_a,2 days 05:39:00,-8.39,10.71,5.36,21.55,129.23,-8.39,10.71,5.36,21.55,129.23,15.02,8.49,369.41,54341,ac
,,,train_a,2 days 05:40:00,-10.92,5.66,8.34,33.52,153.63,-10.92,5.66,8.34,33.52,153.63,15.18,,,,ac
,,,train_a,2 days 05:41:00,-10.7,8.16,6.52,25.59,143.78,-10.7,8.16,6.52,25.59,143.78,15.33,13.3,363.23,70678,ac
,,,train_a,2 days 05:42:00,-9.95,8.07,7.46,29.58,142.5,-9.95,8.07,7.46,29.58,142.5,15.27,,,,ac
,,,train_a,2 days 05:43:00,-10.46,7.58,7.62,30.13,145.19,-10.46,7.58,7.62,30.13,145.19,15.32,12.7,366.81,66261,ac
,,,train_a,2 days 05:44:00,-10.2,7.73,7.9,31.25,144.07,-10.2,7.73,7.9,31.25,144.07,15.39,10.53,368.51,62654,ac
,,,train_a,2 days 05:45:00,-10.53,8.47,6.77,26.32,142.45,-10.53,8.47,6.77,26.32,142.45,15.51,10.36,364.75,62776,ac
,,,train_a,2 days 05:46:00,-9.91,8.95,6.71,26.17,139.25,-9.91,8.95,6.71,26.17,139.25,15.43,7.96,366.61,59950,ac
,,,train_a,2 days 05:47:00,-9.57,9.82,5.22,20.8,135.16,-9.57,9.82,5.22,20.8,135.16,15.01,10.14,369.29,59176,ac
,,,train_a,2 days 05:48:00,-8.62,11,4.05,16.22,129.04,-8.62,11,4.05,16.22,129.04,15.02,8.55,366.3,61268,ac
,,,train_a,2 days 05:49:00,-8.09,11.68,3.53,14.03,125.42,-8.09,11.68,3.53,14.03,125.42,15.04,5.6,376.83,53942,ac
,,,train_a,2 days 05:50:00,-8.54,11.11,4.21,16.86,128.35,-8.54,11.11,4.21,16.86,128.35,14.99,5.64,371.36,58322,ac
,,,train_a,2 days 05:51:00,-9.19,10.08,5.5,21.89,133.4,-9.19,10.08,5.5,21.89,133.4,15.08,8.14,369.48,55738,ac
,,,train_a,2 days 05:52:00,-9.74,9.14,6.16,24.59,138.24,-9.74,9.14,6.16,24.59,138.24,15.12,8.71,363.82,61813,ac
,,,train_a,2 days 05:53:00,-9.98,8.78,6.2,24.78,139.93,-9.98,8.78,6.2,24.78,139.93,15.05,9.16,363.97,55631,ac
,,,train_a,2 days 05:54:00,-10.12,9.23,5.82,22.91,138.43,-10.12,9.23,5.82,22.91,138.43,15.14,9.84,358.78,65185,ac
,,,train_a,2 days 05:55:00,-9.48,10.5,4.77,18.64,132.79,-9.48,10.5,4.77,18.64,132.79,15.22,9.84,358.78,65185,ac
,,,train_a,2 days 05:56:00,-8.85,11.11,4.39,17.32,129.3,-8.85,11.11,4.39,17.32,129.3,15.22,8.59,362.61,63060,ac
,,,train_a,2 days 05:57:00,-11.46,8.55,4.96,19.04,144.1,-11.46,8.55,4.96,19.04,144.1,15.46,5.94,363.45,73724,ac
,,,train_a,2 days 05:58:00,-12.13,7.75,5.18,19.58,148.22,-12.13,7.75,5.18,19.58,148.22,15.65,,,,ac
,,,train_a,2 days 05:59:00,-12.1,8.22,4.71,17.74,146.43,-12.1,8.22,4.71,17.74,146.43,15.66,9.02,358.99,75309,ac
,,,train_a,2 days 06:00:00,-11.9,8.5,4.73,17.81,145.13,-11.9,8.5,4.73,17.81,145.13,15.68,8.66,360.75,72579,ac
,,,train_a,2 days 06:01:00,-8.48,12.05,2.96,11.6,125.72,-8.48,12.05,2.96,11.6,125.72,15.49,7.57,358.51,64516,ac
,,,train_a,2 days 06:02:00,-7.32,12.62,2.59,10.38,120.64,-7.32,12.62,2.59,10.38,120.64,15.25,4.53,377.51,68178,ac
,,,train_a,2 days 06:03:00,-7.65,12.29,3.35,13.22,122.34,-7.65,12.29,3.35,13.22,122.34,15.23,4.13,379.57,60355,ac
,,,train_a,2 days 06:04:00,-6.92,12.68,2.85,11.33,119.09,-6.92,12.68,2.85,11.33,119.09,15.21,4.64,374.39,63493,ac
,,,train_a,2 days 06:05:00,-6.43,12.9,2.5,10.2,117.06,-6.43,12.9,2.5,10.2,117.06,15.21,4.46,386.2,54914,ac
,,,train_a,2 days 06:06:00,-9.54,9.16,5.79,23.43,137.62,-9.54,9.16,5.79,23.43,137.62,14.86,7.07,366.14,54260,ac
,,,train_a,2 days 06:07:00,-9.37,9.57,5.35,21.64,135.51,-9.37,9.57,5.35,21.64,135.51,14.79,6.14,365.87,66035,ac
,,,train_a,2 days 06:08:00,-9.36,9.63,5.37,21.71,135.32,-9.36,9.63,5.37,21.71,135.32,14.84,6.63,363.03,74026,ac
,,,train_a,2 days 06:09:00,-8.41,11.13,4.76,18.89,127.78,-8.41,11.13,4.76,18.89,127.78,15.06,5.22,368.01,71570,ac
,,,train_a,2 days 06:10:00,-8.63,10.92,4.67,18.65,129,-8.63,10.92,4.67,18.65,129,15.02,5.08,371.62,64328,ac
,,,train_a,2 days 06:11:00,-7.11,12.52,3.12,12.48,120.14,-7.11,12.52,3.12,12.48,120.14,15.15,5.08,371.62,64328,ac
,,,train_a,2 days 06:12:00,-7.13,12.06,4.27,17.3,121.58,-7.13,12.06,4.27,17.3,121.58,15.14,4.35,378.79,51457,ac
,,,train_a,2 days 06:13:00,-6.76,12.48,3.39,13.77,119.25,-6.76,12.48,3.39,13.77,119.25,15.13,4.43,375.64,53436,ac
,,,train_a,2 days 06:14:00,-6.63,12.99,2.86,11.34,117.44,-6.63,12.99,2.86,11.34,117.44,15.22,4.48,378.11,64558,ac
,,,train_a,2 days 06:15:00,-7.31,12.44,3.81,14.98,121.15,-7.31,12.44,3.81,14.98,121.15,15.29,4.58,382.14,51881,ac
,,,train_a,2 days 06:16:00,-6.07,13.43,3.27,12.9,114.81,-6.07,13.43,3.27,12.9,114.81,15.53,4.3,377.35,60476,ac
,,,train_a,2 days 06:17:00,-7.72,11.61,4.99,19.87,124.68,-7.72,11.61,4.99,19.87,124.68,15.26,4.86,383.95,44102,ac
,,,train_a,2 days 06:18:00,-7.64,12.12,4.44,17.43,123.2,-7.64,12.12,4.44,17.43,123.2,15.49,4.86,370.97,65945,ac
,,,train_a,2 days 06:19:00,-7.64,12.39,3.98,15.5,122.33,-7.64,12.39,3.98,15.5,122.33,15.51,4.38,377.03,51847,ac
,,,train_a,2 days 06:20:00,-7.28,12.67,3.61,14.14,120.37,-7.28,12.67,3.61,14.14,120.37,15.51,4.34,379.47,65626,ac
,,,train_a,2 days 06:21:00,-5.64,12.89,5.29,21.06,114.95,-5.64,12.89,5.29,21.06,114.95,15.57,5.63,386.6,63348,ac
,,,train_a,2 days 06:22:00,-5.94,13.06,4.36,17.26,115.37,-5.94,13.06,4.36,17.26,115.37,15.46,4.9,385.03,54215,ac
,,,train_a,2 days 06:23:00,-5.79,13.32,3.9,15.37,114.08,-5.79,13.32,3.9,15.37,114.08,15.46,4.79,386.92,53954,ac
,,,train_a,2 days 06:24:00,-7.21,12.79,2.92,11.47,119.86,-7.21,12.79,2.92,11.47,119.86,15.44,3.37,380.24,47649,ac
,,,train_a,2 days 06:25:00,-7.34,12.74,2.57,10.26,120.45,-7.34,12.74,2.57,10.26,120.45,15.43,3.73,379.84,51121,ac
,,,train_a,2 days 06:26:00,-7.03,12.84,3.1,12.35,119.41,-7.03,12.84,3.1,12.35,119.41,15.44,4.09,381.68,50491,ac
,,,train_a,2 days 06:27:00,-6.96,12.98,3.27,12.79,118.71,-6.96,12.98,3.27,12.79,118.71,15.45,4.09,381.68,50491,ac
,,,train_a,2 days 06:28:00,-6.7,12.94,3.78,14.89,118.15,-6.7,12.94,3.78,14.89,118.15,15.53,4.06,379.65,52882,ac
,,,train_a,2 days 06:29:00,-6.51,13.09,4.03,15.56,117.08,-6.51,13.09,4.03,15.56,117.08,15.56,4.21,381.09,58399,ac
,,,train_a,2 days 06:30:00,-5.73,13.49,4.15,16.16,113.6,-5.73,13.49,4.15,16.16,113.6,15.66,4.84,381.81,60783,ac
,,,train_a,2 days 06:31:00,-5.43,13.66,4.05,15.76,112.28,-5.43,13.66,4.05,15.76,112.28,15.71,,,,ac
,,,train_a,2 days 06:32:00,-5.64,13.38,4.44,17.48,113.67,-5.64,13.38,4.44,17.48,113.67,15.78,4.74,388.5,51966,ac
,,,train_a,2 days 06:33:00,-5.81,13.5,4.2,16.28,114.16,-5.81,13.5,4.2,16.28,114.16,15.89,4.46,382.87,55796,ac
,,,train_a,2 days 06:34:00,-5.28,14.28,3.55,13.43,110.67,-5.28,14.28,3.55,13.43,110.67,16.03,5.01,389.21,49126,ac
,,,train_a,2 days 06:35:00,-4.62,14.77,2.81,10.61,107.57,-4.62,14.77,2.81,10.61,107.57,16.14,4.3,394.96,52166,ac
,,,train_a,2 days 06:36:00,-4.35,15.14,2.54,9.64,106.17,-4.35,15.14,2.54,9.64,106.17,16.45,4.68,398.11,48512,ac
,,,train_a,2 days 06:37:00,-5,15.2,2.41,9.04,108.42,-5,15.2,2.41,9.04,108.42,16.72,4.43,398.15,49252,ac
,,,train_a,2 days 06:38:00,-4.64,15.34,2.24,8.43,106.94,-4.64,15.34,2.24,8.43,106.94,16.8,5.01,397.52,58514,ac
,,,train_a,2 days 06:39:00,-4.32,15.79,1.59,5.98,105.35,-4.32,15.79,1.59,5.98,105.35,17,4.75,403.19,51145,ac
